h3_cell,CreationDate,when_did_you_lose_water,when_did_you_regain_water,to_what_extent_did_you_lose_wat
892a8d9a153ffff,2025-01-09T16:03:32+00:00,2025-01-07T20:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892aab6593bffff,2025-01-09T16:03:56+00:00,2025-01-07T16:03:00+00:00,,Fully lost water
892a8d91263ffff,2025-01-09T16:04:42+00:00,2025-01-07T04:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a21bffff,2025-01-09T16:05:05+00:00,2025-01-06T20:30:00+00:00,2025-01-09T11:30:00+00:00,Fully lost water
892a8d9ae03ffff,2025-01-09T16:05:46+00:00,2025-01-07T00:00:00+00:00,2025-01-07T21:00:00+00:00,Fully lost water
892a8d9a3cbffff,2025-01-09T16:06:24+00:00,2025-01-06T21:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892aab6590fffff,2025-01-09T16:07:19+00:00,2025-01-06T21:45:00+00:00,2025-01-08T18:25:00+00:00,Fully lost water
892a8d9135bffff,2025-01-09T16:08:09+00:00,2025-01-06T16:07:00+00:00,2025-01-08T16:08:00+00:00,Fully lost water
892a8d9a40bffff,2025-01-09T16:08:24+00:00,2025-01-07T00:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d98073ffff,2025-01-09T16:08:26+00:00,2025-01-06T16:05:00+00:00,2025-01-08T16:06:00+00:00,Fully lost water
892a8d9aebbffff,2025-01-09T16:08:33+00:00,,,"Not at all, flow was normal"
892a8d9a24fffff,2025-01-09T16:08:44+00:00,2025-01-06T20:40:00+00:00,2025-01-08T20:57:00+00:00,Fully lost water
892a8d9a2afffff,2025-01-09T16:09:03+00:00,2025-01-06T19:00:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d9a157ffff,2025-01-09T16:09:59+00:00,2025-01-06T20:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a23bffff,2025-01-09T16:10:31+00:00,2025-01-06T21:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9ae83ffff,2025-01-09T16:11:24+00:00,,,"Not at all, flow was normal"
892a8d9a263ffff,2025-01-09T16:11:25+00:00,2025-01-06T18:10:00+00:00,2025-01-09T13:11:00+00:00,Fully lost water
892a8d9a263ffff,2025-01-09T16:11:26+00:00,2025-01-06T19:11:00+00:00,2025-01-09T01:11:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-09T16:11:37+00:00,2025-01-06T22:00:00+00:00,2025-01-09T16:09:00+00:00,Fully lost water
892a8d9a3c7ffff,2025-01-09T16:12:28+00:00,2025-01-06T21:00:00+00:00,2025-01-09T13:11:00+00:00,Fully lost water
892a8d9a317ffff,2025-01-09T16:12:38+00:00,2025-01-06T16:12:00+00:00,2025-01-08T16:12:00+00:00,Fully lost water
892a8d9a0d7ffff,2025-01-09T16:13:51+00:00,2025-01-07T04:13:00+00:00,2025-01-09T00:13:00+00:00,Fully lost water
892a8d9a273ffff,2025-01-09T16:14:05+00:00,2025-01-06T16:13:00+00:00,2025-01-08T16:13:00+00:00,Fully lost water
892a8d9a20bffff,2025-01-09T16:14:55+00:00,2025-01-06T20:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a59bffff,2025-01-09T16:15:00+00:00,2025-01-07T01:00:00+00:00,2025-01-08T15:15:00+00:00,Fully lost water
892a8d9ac13ffff,2025-01-09T16:15:00+00:00,2025-01-08T00:00:00+00:00,2025-01-08T16:00:00+00:00,Fully lost water
892aab6cc23ffff,2025-01-09T16:15:23+00:00,,,"Not at all, flow was normal"
892a8d98067ffff,2025-01-09T16:16:18+00:00,2025-01-06T22:00:00+00:00,,Fully lost water
892a8d9aeafffff,2025-01-09T16:16:34+00:00,,,"Not at all, flow was normal"
892aab65977ffff,2025-01-09T16:16:50+00:00,,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9aa4bffff,2025-01-09T16:17:00+00:00,2025-01-07T13:00:00+00:00,2025-01-08T07:00:00+00:00,Fully lost water
892a8d91ea3ffff,2025-01-09T16:17:05+00:00,2025-01-07T14:00:00+00:00,2025-01-09T14:00:00+00:00,Fully lost water
892a8d9865bffff,2025-01-09T16:17:32+00:00,2025-01-06T21:20:00+00:00,2025-01-08T22:17:00+00:00,Water pressure was reduced
892a8d98053ffff,2025-01-09T16:18:23+00:00,,,"Not at all, flow was normal"
892a8d99017ffff,2025-01-09T16:18:46+00:00,,,Water pressure was reduced
892a8d9a2d3ffff,2025-01-09T16:18:51+00:00,2025-01-06T21:00:00+00:00,2025-01-09T10:45:00+00:00,Water pressure was reduced
892a8d9a217ffff,2025-01-09T16:19:33+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T16:20:30+00:00,2025-01-06T20:00:00+00:00,2025-01-09T03:30:00+00:00,Fully lost water
892a8d98077ffff,2025-01-09T16:20:32+00:00,2025-01-07T12:00:00+00:00,2025-01-08T12:00:00+00:00,Fully lost water
892a8d9a6c7ffff,2025-01-09T16:20:35+00:00,2025-01-07T01:00:00+00:00,2025-01-08T16:10:00+00:00,Fully lost water
892a8d9a40fffff,2025-01-09T16:20:41+00:00,2025-01-06T16:20:00+00:00,2025-01-08T16:20:00+00:00,Fully lost water
892a8d9a2c7ffff,2025-01-09T16:20:56+00:00,2025-01-06T22:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9b547ffff,2025-01-09T16:21:17+00:00,,,"Not at all, flow was normal"
892a8d9a59bffff,2025-01-09T16:21:39+00:00,2025-01-06T23:00:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892a8d9acc7ffff,2025-01-09T16:22:06+00:00,2025-01-07T14:00:00+00:00,2025-01-08T20:20:00+00:00,Down to just a trickle
892a8d9a163ffff,2025-01-09T16:22:13+00:00,2025-01-07T17:00:00+00:00,2025-01-09T06:30:00+00:00,Fully lost water
892a8d9a363ffff,2025-01-09T16:22:34+00:00,2025-01-07T19:00:00+00:00,2025-01-08T07:00:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T16:22:58+00:00,2025-01-07T00:20:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892a8d9a17bffff,2025-01-09T16:23:25+00:00,2025-01-06T20:30:00+00:00,2025-01-09T12:30:00+00:00,Fully lost water
892a8d9a3afffff,2025-01-09T16:23:57+00:00,2025-01-06T21:23:00+00:00,2025-01-09T12:23:00+00:00,Down to just a trickle
892a8d98627ffff,2025-01-09T16:24:27+00:00,2025-01-07T11:24:00+00:00,2025-01-08T13:24:00+00:00,Fully lost water
892a8d9ac43ffff,2025-01-09T16:25:17+00:00,,,"Not at all, flow was normal"
892a8d9a3c7ffff,2025-01-09T16:25:26+00:00,,,Fully lost water
892a8d9a66fffff,2025-01-09T16:26:09+00:00,2025-01-07T19:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a2c7ffff,2025-01-09T16:26:35+00:00,2025-01-06T20:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9b537ffff,2025-01-09T16:26:52+00:00,2025-01-06T17:00:00+00:00,,Water pressure was reduced
892a8d985c7ffff,2025-01-09T16:26:57+00:00,2025-01-06T16:26:00+00:00,2025-01-09T16:26:00+00:00,Down to just a trickle
892a8d9ac17ffff,2025-01-09T16:27:40+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9acbbffff,2025-01-09T16:28:25+00:00,2025-01-06T23:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9ae77ffff,2025-01-09T16:28:30+00:00,2025-01-08T01:00:00+00:00,2025-01-08T10:00:00+00:00,Fully lost water
892a8d99397ffff,2025-01-09T16:28:32+00:00,,,"Not at all, flow was normal"
892a8d9a4afffff,2025-01-09T16:28:42+00:00,2025-01-07T12:45:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9ac83ffff,2025-01-09T16:29:12+00:00,2025-01-07T03:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9a467ffff,2025-01-09T16:29:12+00:00,2025-01-07T20:27:00+00:00,2025-01-09T04:28:00+00:00,Fully lost water
892a8d9a3dbffff,2025-01-09T16:29:44+00:00,2025-01-07T04:27:00+00:00,2025-01-09T16:28:00+00:00,Fully lost water
892a8d9acbbffff,2025-01-09T16:30:00+00:00,2025-01-06T22:00:00+00:00,2025-01-09T01:25:00+00:00,Down to just a trickle
892a8d9a293ffff,2025-01-09T16:30:17+00:00,2025-01-06T16:30:00+00:00,,Fully lost water
892a8d9accbffff,2025-01-09T16:31:04+00:00,,,"Not at all, flow was normal"
892a8d98c03ffff,2025-01-09T16:32:14+00:00,2025-01-07T23:31:00+00:00,,Water pressure was reduced
892a8d9a1b3ffff,2025-01-09T16:32:16+00:00,2025-01-08T09:00:00+00:00,2025-01-08T12:30:00+00:00,Fully lost water
892a8d9accbffff,2025-01-09T16:32:24+00:00,,,Water pressure was reduced
892a8d9a27bffff,2025-01-09T16:32:36+00:00,2025-01-05T18:32:00+00:00,2025-01-09T02:32:00+00:00,"Not at all, flow was normal"
892a8d9928bffff,2025-01-09T16:32:57+00:00,,,"Not at all, flow was normal"
892a8d9ac13ffff,2025-01-09T16:33:07+00:00,2025-01-08T01:30:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892a8d9a273ffff,2025-01-09T16:33:14+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a343ffff,2025-01-09T16:33:32+00:00,2025-01-06T16:33:00+00:00,2025-01-09T00:33:00+00:00,Fully lost water
892a8d9a36bffff,2025-01-09T16:34:08+00:00,2025-01-07T00:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a24bffff,2025-01-09T16:34:29+00:00,,2025-01-08T16:33:00+00:00,Down to just a trickle
892a8d9a153ffff,2025-01-09T16:34:35+00:00,2025-01-06T16:33:00+00:00,2025-01-08T19:33:00+00:00,Down to just a trickle
892a8d9b50bffff,2025-01-09T16:35:34+00:00,2025-01-06T21:45:00+00:00,2025-01-08T23:00:00+00:00,Down to just a trickle
892a8d9b56fffff,2025-01-09T16:36:20+00:00,2025-01-07T07:00:00+00:00,2025-01-08T10:00:00+00:00,Fully lost water
892a8d9a8b3ffff,2025-01-09T16:36:46+00:00,2025-01-08T03:00:00+00:00,2025-01-08T13:00:00+00:00,Water pressure was reduced
892a8d9a213ffff,2025-01-09T16:36:51+00:00,2025-01-07T05:36:00+00:00,2025-01-08T22:36:00+00:00,Fully lost water
892a8d9ae77ffff,2025-01-09T16:37:25+00:00,2025-01-06T17:37:00+00:00,,Water pressure was reduced
892a8d98073ffff,2025-01-09T16:37:48+00:00,2025-01-07T00:30:00+00:00,2025-01-08T16:00:00+00:00,Fully lost water
892a8d9ae03ffff,2025-01-09T16:37:57+00:00,,,"Not at all, flow was normal"
892a8d9a3cfffff,2025-01-09T16:38:57+00:00,2025-01-06T20:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a24fffff,2025-01-09T16:39:19+00:00,2025-01-13T21:00:00+00:00,2025-01-09T14:38:00+00:00,Water pressure was reduced
892aab64d7bffff,2025-01-09T16:40:05+00:00,2025-01-07T16:38:00+00:00,2025-01-09T02:45:00+00:00,Down to just a trickle
892a8d9a697ffff,2025-01-09T16:40:17+00:00,,,Fully lost water
892a8d9a5d7ffff,2025-01-09T16:40:22+00:00,2025-01-07T05:00:00+00:00,2025-01-08T05:00:00+00:00,Fully lost water
892a8d9a253ffff,2025-01-09T16:40:22+00:00,2025-01-06T21:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9a0afffff,2025-01-09T16:40:42+00:00,2025-01-06T19:40:00+00:00,2025-01-09T16:40:00+00:00,Water pressure was reduced
892a8d9a147ffff,2025-01-09T16:40:48+00:00,2025-01-06T18:00:00+00:00,,Fully lost water
892a8d9a27bffff,2025-01-09T16:41:13+00:00,2025-01-06T17:00:00+00:00,2025-01-09T03:40:00+00:00,Fully lost water
892a8d9a66fffff,2025-01-09T16:42:42+00:00,2025-01-06T20:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d91ed7ffff,2025-01-09T16:42:49+00:00,2025-01-06T14:00:00+00:00,2025-01-09T09:30:00+00:00,Fully lost water
892a8d9a253ffff,2025-01-09T16:43:01+00:00,2025-01-06T21:55:00+00:00,2025-01-09T01:30:00+00:00,Fully lost water
892a8d9a69bffff,2025-01-09T16:43:22+00:00,2025-01-06T22:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9aadbffff,2025-01-09T16:43:28+00:00,,,Water pressure was reduced
892a8d9a317ffff,2025-01-09T16:43:59+00:00,2025-01-07T04:41:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892aab64bbbffff,2025-01-09T16:44:13+00:00,2025-01-07T16:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d985d3ffff,2025-01-09T16:44:36+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a2d3ffff,2025-01-09T16:44:54+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9a043ffff,2025-01-09T16:44:55+00:00,2025-01-06T21:00:00+00:00,2025-01-09T12:44:00+00:00,Fully lost water
892aab6ea2bffff,2025-01-09T16:45:11+00:00,,,"Not at all, flow was normal"
892a8d98dc7ffff,2025-01-09T16:45:20+00:00,2025-01-07T01:45:00+00:00,2025-01-08T21:00:00+00:00,Water pressure was reduced
892a8d9a2c7ffff,2025-01-09T16:45:30+00:00,2025-01-06T20:30:00+00:00,,Fully lost water
892a8d9a6afffff,2025-01-09T16:46:52+00:00,2025-01-06T21:30:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d980c3ffff,2025-01-09T16:47:30+00:00,2025-01-07T02:00:00+00:00,2025-01-09T14:00:00+00:00,Down to just a trickle
892a8d980c7ffff,2025-01-09T16:47:35+00:00,2025-01-07T01:00:00+00:00,2025-01-09T03:45:00+00:00,Down to just a trickle
892a8d99647ffff,2025-01-09T16:47:38+00:00,,,"Not at all, flow was normal"
892a8d9adc7ffff,2025-01-09T16:47:53+00:00,2025-01-08T01:00:00+00:00,2025-01-08T21:15:00+00:00,Fully lost water
892a8d9aa83ffff,2025-01-09T16:48:00+00:00,2025-01-07T13:03:00+00:00,2025-01-08T16:47:00+00:00,Water pressure was reduced
892a8d91367ffff,2025-01-09T16:48:02+00:00,2025-01-07T11:45:00+00:00,,Fully lost water
892a8d98033ffff,2025-01-09T16:48:29+00:00,2025-01-07T04:50:00+00:00,2025-01-08T14:00:00+00:00,Fully lost water
892a8d9a2bbffff,2025-01-09T16:48:56+00:00,2025-01-06T18:47:00+00:00,2025-01-09T13:48:00+00:00,Fully lost water
892a8d9aa4fffff,2025-01-09T16:49:00+00:00,2025-01-07T02:00:00+00:00,2025-01-08T14:00:00+00:00,Fully lost water
892a8d9a613ffff,2025-01-09T16:49:04+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T16:49:07+00:00,2025-01-06T21:00:00+00:00,2025-01-09T16:30:00+00:00,Fully lost water
892a8d9ac93ffff,2025-01-09T16:49:29+00:00,2025-01-07T20:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a23bffff,2025-01-09T16:49:55+00:00,2025-01-06T21:00:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9a167ffff,2025-01-09T16:50:01+00:00,2025-01-07T16:49:00+00:00,2025-01-08T06:38:00+00:00,Water pressure was reduced
892a8d9a20fffff,2025-01-09T16:50:15+00:00,2025-01-06T19:00:00+00:00,,Fully lost water
892a8d9ac53ffff,2025-01-09T16:50:30+00:00,,,"Not at all, flow was normal"
892aab64ac3ffff,2025-01-09T16:50:57+00:00,,,"Not at all, flow was normal"
892a8d9a2c3ffff,2025-01-09T16:51:05+00:00,2025-01-06T16:50:00+00:00,2025-01-09T02:45:00+00:00,Down to just a trickle
892a8d9ac1bffff,2025-01-09T16:51:18+00:00,2025-01-06T23:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a06bffff,2025-01-09T16:51:23+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:17:00+00:00,Fully lost water
892a8d99c87ffff,2025-01-09T16:51:57+00:00,,,"Not at all, flow was normal"
892a8d9a277ffff,2025-01-09T16:53:03+00:00,2025-01-06T21:00:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892a8d98653ffff,2025-01-09T16:53:25+00:00,2025-01-06T22:00:00+00:00,2025-01-09T10:00:00+00:00,Down to just a trickle
892a8d8b19bffff,2025-01-09T16:53:29+00:00,,,"Not at all, flow was normal"
892a8d9a2abffff,2025-01-09T16:53:31+00:00,2025-01-06T16:52:00+00:00,2025-01-09T12:53:00+00:00,Fully lost water
892a8d91247ffff,2025-01-09T16:53:32+00:00,2025-01-07T14:40:00+00:00,2025-01-09T12:45:00+00:00,Fully lost water
892a8d9a21bffff,2025-01-09T16:53:44+00:00,2025-01-06T22:00:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9a01bffff,2025-01-09T16:54:05+00:00,2025-01-06T22:53:00+00:00,2025-01-09T09:53:00+00:00,Fully lost water
892a8d9a3afffff,2025-01-09T16:54:07+00:00,2025-01-06T16:53:00+00:00,2025-01-08T16:54:00+00:00,Fully lost water
892a8d9a22bffff,2025-01-09T16:54:32+00:00,2025-01-06T21:02:00+00:00,2025-01-09T04:15:00+00:00,Fully lost water
892a8d984c3ffff,2025-01-09T16:54:47+00:00,2025-01-07T02:54:00+00:00,2025-01-09T02:58:00+00:00,Fully lost water
892a8d9a66fffff,2025-01-09T16:55:23+00:00,2025-01-06T21:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d9ac1bffff,2025-01-09T16:55:44+00:00,2025-01-08T03:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a2d7ffff,2025-01-09T16:56:48+00:00,2025-01-07T00:55:00+00:00,2025-01-09T01:30:00+00:00,Fully lost water
892a8d9a437ffff,2025-01-09T16:57:05+00:00,2025-01-07T17:00:00+00:00,2025-01-09T14:30:00+00:00,Down to just a trickle
892a8d9a683ffff,2025-01-09T16:57:08+00:00,2025-01-06T22:30:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892a8d9a25bffff,2025-01-09T16:57:16+00:00,2025-01-06T19:00:00+00:00,2025-01-08T18:00:00+00:00,Fully lost water
892a8d9a233ffff,2025-01-09T16:58:02+00:00,2025-01-06T20:11:00+00:00,2025-01-08T23:34:00+00:00,Fully lost water
892a8d9ad4bffff,2025-01-09T16:58:12+00:00,2025-01-06T18:57:00+00:00,,Water pressure was reduced
892a8d9b377ffff,2025-01-09T16:58:58+00:00,2025-01-07T23:58:00+00:00,2025-01-09T01:58:00+00:00,Fully lost water
892a8d9ae73ffff,2025-01-09T16:59:43+00:00,2025-01-06T02:58:00+00:00,,Fully lost water
892a8d9a42fffff,2025-01-09T16:59:46+00:00,2025-01-06T16:59:00+00:00,2025-01-09T16:59:00+00:00,Down to just a trickle
892a8d9ac87ffff,2025-01-09T17:00:09+00:00,2025-01-14T21:59:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a34bffff,2025-01-09T17:00:09+00:00,2025-01-07T12:59:00+00:00,2025-01-09T10:59:00+00:00,Fully lost water
892aab64b73ffff,2025-01-09T17:00:37+00:00,2025-01-07T04:00:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d9a2a3ffff,2025-01-09T17:01:07+00:00,2025-01-06T19:30:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9ac97ffff,2025-01-09T17:01:16+00:00,2025-01-07T02:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9a223ffff,2025-01-09T17:02:20+00:00,2025-01-06T21:00:00+00:00,2025-01-09T10:00:00+00:00,Fully lost water
892a8d9a15bffff,2025-01-09T17:02:25+00:00,2025-01-07T05:00:00+00:00,2025-01-08T11:00:00+00:00,Fully lost water
892aab6cd93ffff,2025-01-09T17:02:42+00:00,,,"Not at all, flow was normal"
892a8d9a1cfffff,2025-01-09T17:02:55+00:00,2025-01-06T21:30:00+00:00,2025-01-08T22:02:00+00:00,Fully lost water
892a8d9a42fffff,2025-01-09T17:02:56+00:00,2025-01-06T23:01:00+00:00,,Down to just a trickle
892a8d9b573ffff,2025-01-09T17:03:39+00:00,,,"Not at all, flow was normal"
892a8d9a28bffff,2025-01-09T17:03:46+00:00,2025-01-06T20:03:00+00:00,2025-01-09T15:02:00+00:00,Fully lost water
892aab64d37ffff,2025-01-09T17:03:57+00:00,2025-01-07T17:00:00+00:00,2025-01-09T03:00:00+00:00,Down to just a trickle
892a8d9a20fffff,2025-01-09T17:05:03+00:00,2025-01-06T21:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9ac8bffff,2025-01-09T17:05:13+00:00,2025-01-07T13:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d9a3dbffff,2025-01-09T17:05:14+00:00,2025-01-06T21:30:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9b18fffff,2025-01-09T17:05:53+00:00,2025-01-07T00:05:00+00:00,2025-01-08T06:30:00+00:00,Fully lost water
892a8d9b09bffff,2025-01-09T17:06:43+00:00,2025-01-06T17:04:00+00:00,2025-01-06T17:05:00+00:00,Water pressure was reduced
892a8d9ae33ffff,2025-01-09T17:06:46+00:00,,,"Not at all, flow was normal"
892a8d9a20fffff,2025-01-09T17:07:05+00:00,2025-01-06T20:30:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d9a403ffff,2025-01-09T17:07:52+00:00,2025-01-07T03:00:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d99433ffff,2025-01-09T17:08:12+00:00,2025-01-07T17:07:00+00:00,2025-01-09T17:07:00+00:00,Fully lost water
892a8d9a603ffff,2025-01-09T17:08:32+00:00,2025-01-06T21:00:00+00:00,2025-01-09T04:00:00+00:00,Fully lost water
892a8d9a227ffff,2025-01-09T17:08:38+00:00,2025-01-06T21:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892aab6596fffff,2025-01-09T17:08:54+00:00,2025-01-06T19:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d98837ffff,2025-01-09T17:09:09+00:00,2025-01-07T17:07:00+00:00,2025-01-09T01:00:00+00:00,Down to just a trickle
892a8d9852fffff,2025-01-09T17:09:18+00:00,2025-01-06T23:08:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d9a39bffff,2025-01-09T17:09:23+00:00,2025-01-06T22:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d984d3ffff,2025-01-09T17:09:46+00:00,2025-01-06T17:09:00+00:00,2025-01-09T17:09:00+00:00,Fully lost water
892aab65bdbffff,2025-01-09T17:10:04+00:00,,,"Not at all, flow was normal"
892a8d9aeafffff,2025-01-09T17:10:40+00:00,,,"Not at all, flow was normal"
892a8d9a017ffff,2025-01-09T17:10:44+00:00,,,Water pressure was reduced
892a8d9a143ffff,2025-01-09T17:11:31+00:00,2025-01-07T18:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9aacbffff,2025-01-09T17:12:11+00:00,2025-01-06T17:10:00+00:00,2025-01-09T15:00:00+00:00,Down to just a trickle
892a8d8364bffff,2025-01-09T17:12:15+00:00,2025-01-07T01:00:00+00:00,,Water pressure was reduced
892a8d9a0c7ffff,2025-01-09T17:12:35+00:00,2025-01-06T21:30:00+00:00,2025-01-08T15:00:00+00:00,Down to just a trickle
892a8d993b3ffff,2025-01-09T17:13:47+00:00,,,"Not at all, flow was normal"
892a8d9b563ffff,2025-01-09T17:14:08+00:00,2025-01-07T04:00:00+00:00,2025-01-09T14:00:00+00:00,Down to just a trickle
892a8d9a3c3ffff,2025-01-09T17:14:14+00:00,2025-01-06T15:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892aab64bb7ffff,2025-01-09T17:14:15+00:00,2025-01-06T17:13:00+00:00,2025-01-08T17:13:00+00:00,Fully lost water
892a8d9ae77ffff,2025-01-09T17:15:34+00:00,2025-01-06T23:00:00+00:00,2025-01-08T13:00:00+00:00,Fully lost water
892a8d9a28fffff,2025-01-09T17:15:44+00:00,2025-01-07T10:00:00+00:00,,Fully lost water
892a8d9ac83ffff,2025-01-09T17:16:48+00:00,2025-01-05T17:15:00+00:00,2025-01-09T02:15:00+00:00,Fully lost water
892a8d9acdbffff,2025-01-09T17:16:58+00:00,,,Water pressure was reduced
892a8d981b3ffff,2025-01-09T17:17:14+00:00,2025-01-07T05:00:00+00:00,2025-01-09T03:00:00+00:00,Fully lost water
892a8d985abffff,2025-01-09T17:17:57+00:00,2025-01-07T17:17:00+00:00,2025-01-09T14:17:00+00:00,Water pressure was reduced
892a8d9b1b3ffff,2025-01-09T17:18:11+00:00,2025-01-06T21:17:00+00:00,2025-01-08T17:17:00+00:00,Fully lost water
892a8d9a143ffff,2025-01-09T17:18:38+00:00,2025-01-06T21:00:00+00:00,2025-01-09T10:17:00+00:00,Fully lost water
892a8d9a697ffff,2025-01-09T17:18:46+00:00,2025-01-06T19:38:00+00:00,2025-01-08T16:10:00+00:00,Fully lost water
892a8d9a287ffff,2025-01-09T17:19:42+00:00,,,"Not at all, flow was normal"
892a8d9b0abffff,2025-01-09T17:19:44+00:00,2025-01-06T21:10:00+00:00,2025-01-08T17:18:00+00:00,Fully lost water
892a8d9ac53ffff,2025-01-09T17:19:45+00:00,,,Water pressure was reduced
892a8d9a3afffff,2025-01-09T17:19:46+00:00,2025-01-06T17:18:00+00:00,2025-01-08T17:18:00+00:00,Water pressure was reduced
892a8d9b4a7ffff,2025-01-09T17:20:12+00:00,2025-01-06T21:15:00+00:00,2025-01-07T12:00:00+00:00,Water pressure was reduced
892a8d9b2b7ffff,2025-01-09T17:20:20+00:00,2025-01-07T00:19:00+00:00,2025-01-08T12:19:00+00:00,Water pressure was reduced
892a8d9906bffff,2025-01-09T17:20:58+00:00,,,"Not at all, flow was normal"
892a8d9a9b7ffff,2025-01-09T17:22:15+00:00,2025-01-07T12:00:00+00:00,2025-01-09T13:22:00+00:00,Down to just a trickle
892a8d9a263ffff,2025-01-09T17:22:44+00:00,2025-01-06T20:30:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a28bffff,2025-01-09T17:24:14+00:00,2025-01-06T21:22:00+00:00,2025-01-09T07:00:00+00:00,Fully lost water
892a8d9b193ffff,2025-01-09T17:25:11+00:00,2025-01-06T20:30:00+00:00,2025-01-09T12:30:00+00:00,Down to just a trickle
892a8d9a41bffff,2025-01-09T17:27:13+00:00,2025-01-06T21:26:00+00:00,2025-01-09T01:26:00+00:00,Water pressure was reduced
892a8d9a21bffff,2025-01-09T17:28:03+00:00,2025-01-06T20:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9aeabffff,2025-01-09T17:28:21+00:00,2025-01-06T17:25:00+00:00,2025-01-08T17:26:00+00:00,Water pressure was reduced
892a8d9a39bffff,2025-01-09T17:28:39+00:00,2025-01-06T23:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d994b7ffff,2025-01-09T17:28:43+00:00,2025-01-06T23:27:00+00:00,,Fully lost water
892a8d9ae2fffff,2025-01-09T17:28:44+00:00,2025-01-07T23:00:00+00:00,2025-01-08T05:28:00+00:00,Fully lost water
